DictionaryName,Code,Name,Domain,,
CPT,95833,"Muscle testing, manual (separate procedure) with report; total evaluation of body, excluding hands",CARE,,
CPT,95834,"Muscle testing, manual (separate procedure) with report; total evaluation of body, including hands",CARE,,
CPT,95851,Range of motion measurements and report (separate procedure); each extremity (excluding hand) or each trunk section (spine),CARE,,
CPT,95852,"Range of motion measurements and report (separate procedure); hand, with or without comparison with normal side",CARE,,
CPT,95857,Tensilon test for myasthenia gravis,CARE,,
CPT,95860,Needle electromyography; 1 extremity with or without related paraspinal areas,CARE,,
CPT,95861,Needle electromyography; 2 extremities with or without related paraspinal areas,CARE,,
CPT,95863,Needle electromyography; 3 extremities with or without related paraspinal areas,CARE,,
CPT,95864,Needle electromyography; 4 extremities with or without related paraspinal areas,CARE,,
CPT,95865,Needle electromyography; larynx,CARE,,
CPT,95866,Needle electromyography; hemidiaphragm,CARE,,
CPT,95867,"Needle electromyography; cranial nerve supplied muscle(s), unilateral",CARE,,
CPT,95868,"Needle electromyography; cranial nerve supplied muscles, bilateral",CARE,,
CPT,95869,Needle electromyography; thoracic paraspinal muscles (excluding T1 or T12),CARE,,
CPT,95870,"Needle electromyography; limited study of muscles in 1 extremity or non-limb (axial) muscles (unilateral or bilateral), other than thoracic paraspinal, cranial nerve supplied muscles, or sphincters",CARE,,
CPT,95872,"Needle electromyography using single fiber electrode, with quantitative measurement of jitter, blocking and/or fiber density, any/all sites of each muscle studied",CARE,,
CPT,95873,Electrical stimulation for guidance in conjunction with chemodenervation (List separately in addition to code for primary procedure),CARE,,
CPT,95874,Needle electromyography for guidance in conjunction with chemodenervation (List separately in addition to code for primary procedure),CARE,,
CPT,95875,Ischemic limb exercise test with serial specimen(s) acquisition for muscle(s) metabolite(s),CARE,,
CPT,95885,Musc tst done w/nerv tst lim,CARE,,
CPT,95886,Musc test done w/n test comp,CARE,,
CPT,95887,Musc tst done w/n tst nonext,CARE,,
CPT,95900,"Nerve conduction, amplitude and latency/velocity study, each nerve; motor, without F-wave study",CARE,,
CPT,95903,"Nerve conduction, amplitude and latency/velocity study, each nerve; motor, with F-wave study",CARE,,
CPT,95904,"Nerve conduction, amplitude and latency/velocity study, each nerve; sensory",CARE,,
CPT,95905,"Motor and/or sensory nerve conduction, using preconfigured electrode array(s), amplitude and latency/velocity study, each limb, includes F-wave study when performed, with interpretation and report",CARE,,
CPT,95907,Motor&/sens 1-2 nrv cndj tst,CARE,,
CPT,95908,Motor&/sens 3-4 nrv cndj tst,CARE,,
CPT,95909,Motor&/sens 5-6 nrv cndj tst,CARE,,
CPT,95910,Motor&sens 7-8 nrv cndj test,CARE,,
CPT,95911,Motor&sen 9-10 nrv cndj test,CARE,,
CPT,95912,Motor&sen 11-12 nrv cnd test,CARE,,
CPT,95913,Motor&sens 13/> nrv cnd test,CARE,,
CPT,95920,"Intraoperative neurophysiology testing, per hour (List separately in addition to code for primary procedure)",CARE,,
CPT,95921,"Testing of autonomic nervous system function; cardiovagal innervation (parasympathetic function), including 2 or more of the following: heart rate response to deep breathing with recorded R-R interval, Valsalva ratio, and 30:15 ratio",CARE,,
CPT,95922,"Testing of autonomic nervous system function; vasomotor adrenergic innervation (sympathetic adrenergic function), including beat-to-beat blood pressure and R-R interval changes during Valsalva maneuver and at least 5 minutes of passive tilt",CARE,,
CPT,95923,"Testing of autonomic nervous system function; sudomotor, including 1 or more of the following: quantitative sudomotor axon reflex test (QSART), silastic sweat imprint, thermoregulatory sweat test, and changes in sympathetic skin potential",CARE,,
CPT,95924,Ans parasymp & symp w/tilt,CARE,,
CPT,95925,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in upper limbs",CARE,,
CPT,95926,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in lower limbs",CARE,,
CPT,95927,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in the trunk or head",CARE,,
CPT,95928,Central motor evoked potential study (transcranial motor stimulation); upper limbs,CARE,,
CPT,95929,Central motor evoked potential study (transcranial motor stimulation); lower limbs,CARE,,
CPT,95930,"Visual evoked potential (VEP) testing central nervous system, checkerboard or flash",CARE,,
CPT,95933,"Orbicularis oculi (blink) reflex, by electrodiagnostic testing",CARE,,
CPT,95934,"H-reflex, amplitude and latency study; record gastrocnemius/soleus muscle",CARE,,
CPT,95936,"H-reflex, amplitude and latency study; record muscle other than gastrocnemius/soleus muscle",CARE,,
CPT,95937,"Neuromuscular junction testing (repetitive stimulation, paired stimuli), each nerve, any 1 method",CARE,,
CPT,95938,Somatosensory testing,CARE,,
CPT,95939,C motor evoked upr&lwr limbs,CARE,,
CPT,95940,Ionm in operatng room 15 min,CARE,,
CPT,95941,Ionm remote/>1 pt or per hr,CARE,,
CPT,95943,Parasymp&symp hrt rate test,CARE,,
CPT,95950,"Monitoring for identification and lateralization of cerebral seizure focus, electroencephalographic (eg, 8 channel EEG) recording and interpretation, each 24 hours",CARE,,
CPT,95951,"Monitoring for localization of cerebral seizure focus by cable or radio, 16 or more channel telemetry, combined electroencephalographic (EEG) and video recording and interpretation (eg, for presurgical localization), each 24 hours",CARE,,
CPT,95953,"Monitoring for localization of cerebral seizure focus by computerized portable 16 or more channel EEG, electroencephalographic (EEG) recording and interpretation, each 24 hours",CARE,,
CPT,95954,"Pharmacological or physical activation requiring physician attendance during EEG recording of activation phase (eg, thiopental activation test)",CARE,,
CPT,95955,"Electroencephalogram (EEG) during nonintracranial surgery (eg, carotid surgery)",CARE,,
CPT,95956,"Monitoring for localization of cerebral seizure focus by cable or radio, 16 or more channel telemetry, electroencephalographic (EEG) recording and interpretation, each 24 hours",CARE,,
CPT,95957,"Digital analysis of electroencephalogram (EEG) (eg, for epileptic spike analysis)",CARE,,
CPT,95958,"Wada activation test for hemispheric function, including electroencephalographic (EEG) monitoring",CARE,,
CPT,95961,"Functional cortical and subcortical mapping by stimulation and/or recording of electrodes on brain surface, or of depth electrodes, to provoke seizures or identify vital brain structures; initial hour of physician attendance",CARE,,
CPT,95962,"Functional cortical and subcortical mapping by stimulation and/or recording of electrodes on brain surface, or of depth electrodes, to provoke seizures or identify vital brain structures; each additional hour of physician attendance (List separately in addition to code for primary procedure)",CARE,,
CPT,95965,"Magnetoencephalography (MEG), recording and analysis; for spontaneous brain magnetic activity (eg, epileptic cerebral cortex localization)",CARE,,
CPT,95966,"Magnetoencephalography (MEG), recording and analysis; for evoked magnetic fields, single modality (eg, sensory, motor, language, or visual cortex localization)",CARE,,
CPT,95967,"Magnetoencephalography (MEG), recording and analysis; for evoked magnetic fields, each additional modality (eg, sensory, motor, language, or visual cortex localization) (List separately in addition to code for primary procedure)",CARE,,
CPT,95970,"Electronic analysis of implanted neurostimulator pulse generator system (eg, rate, pulse amplitude and duration, configuration of wave form, battery status, electrode selectability, output modulation, cycling, impedance and patient compliance measurements); simple or complex brain, spinal cord, or peripheral (ie, cranial nerve, peripheral nerve, autonomic nerve, neuromuscular) neurostimulator pulse generator/transmitter, without reprogramming",CARE,,
CPT,95971,"Electronic analysis of implanted neurostimulator pulse generator system (eg, rate, pulse amplitude and duration, configuration of wave form, battery status, electrode selectability, output modulation, cycling, impedance and patient compliance measurements); simple spinal cord, or peripheral (ie, peripheral nerve, autonomic nerve, neuromuscular) neurostimulator pulse generator/transmitter, with intraoperative or subsequent programming",CARE,,
CPT,95972,"Electronic analysis of implanted neurostimulator pulse generator system (eg, rate, pulse amplitude and duration, configuration of wave form, battery status, electrode selectability, output modulation, cycling, impedance and patient compliance measurements); complex spinal cord, or peripheral (except cranial nerve) neurostimulator pulse generator/transmitter, with intraoperative or subsequent programming, first hour",CARE,,
CPT,95973,"Electronic analysis of implanted neurostimulator pulse generator system (eg, rate, pulse amplitude and duration, configuration of wave form, battery status, electrode selectability, output modulation, cycling, impedance and patient compliance measurements); complex spinal cord, or peripheral (except cranial nerve) neurostimulator pulse generator/transmitter, with intraoperative or subsequent programming, each additional 30 minutes after first hour (List separately in addition to code for primary procedure)",CARE,,
CPT,95974,"Electronic analysis of implanted neurostimulator pulse generator system (eg, rate, pulse amplitude and duration, configuration of wave form, battery status, electrode selectability, output modulation, cycling, impedance and patient compliance measurements); complex cranial nerve neurostimulator pulse generator/transmitter, with intraoperative or subsequent programming, with or without nerve interface testing, first hour",CARE,,
CPT,95975,"Electronic analysis of implanted neurostimulator pulse generator system (eg, rate, pulse amplitude and duration, configuration of wave form, battery status, electrode selectability, output modulation, cycling, impedance and patient compliance measurements); complex cranial nerve neurostimulator pulse generator/transmitter, with intraoperative or subsequent programming, each additional 30 minutes after first hour (List separately in addition to code for primary procedure)",CARE,,
CPT,95978,"Electronic analysis of implanted neurostimulator pulse generator system (eg, rate, pulse amplitude and duration, battery status, electrode selectability and polarity, impedance and patient compliance measurements), complex deep brain neurostimulator pulse generator/transmitter, with initial or subsequent programming; first hour",CARE,,
CPT,95979,"Electronic analysis of implanted neurostimulator pulse generator system (eg, rate, pulse amplitude and duration, battery status, electrode selectability and polarity, impedance and patient compliance measurements), complex deep brain neurostimulator pulse generator/transmitter, with initial or subsequent programming; each additional 30 minutes after first hour (List separately in addition to code for primary procedure)",CARE,,
CPT,95980,"Electronic analysis of implanted neurostimulator pulse generator system (eg, rate, pulse amplitude and duration, configuration of wave form, battery status, electrode selectability, output modulation, cycling, impedance and patient measurements) gastric neurostimulator pulse generator/transmitter; intraoperative, with programming",CARE,,
CPT,95981,"Electronic analysis of implanted neurostimulator pulse generator system (eg, rate, pulse amplitude and duration, configuration of wave form, battery status, electrode selectability, output modulation, cycling, impedance and patient measurements) gastric neurostimulator pulse generator/transmitter; subsequent, without reprogramming",CARE,,
CPT,95982,"Electronic analysis of implanted neurostimulator pulse generator system (eg, rate, pulse amplitude and duration, configuration of wave form, battery status, electrode selectability, output modulation, cycling, impedance and patient measurements) gastric neurostimulator pulse generator/transmitter; subsequent, with reprogramming",CARE,,
CPT,95990,"Refilling and maintenance of implantable pump or reservoir for drug delivery, spinal (intrathecal, epidural) or brain (intraventricular)",CARE,,
CPT,95991,"Refilling and maintenance of implantable pump or reservoir for drug delivery, spinal (intrathecal, epidural) or brain (intraventricular); administered by physician",CARE,,
CPT,95992,"Canalith repositioning procedure(s) (eg, Epley maneuver, Semont maneuver), per day",CARE,,
CPT,95999,Unlisted neurological or neuromuscular diagnostic procedure,CARE,,
CPT,96000,Comprehensive computer-based motion analysis by video-taping and 3D kinematics,CARE,,
CPT,96001,Comprehensive computer-based motion analysis by video-taping and 3D kinematics; with dynamic plantar pressure measurements during walking,CARE,,
CPT,96002,"Dynamic surface electromyography, during walking or other functional activities, 1-12 muscles",CARE,,
CPT,96003,"Dynamic fine wire electromyography, during walking or other functional activities, 1 muscle",CARE,,
CPT,96004,"Physician review and interpretation of comprehensive computer-based motion analysis, dynamic plantar pressure measurements, dynamic surface electromyography during walking or other functional activities, and dynamic fine wire electromyography, with written report",CARE,,
CPT,96020,"Neurofunctional testing selection and administration during noninvasive imaging functional brain mapping, with test administered entirely by a physician or psychologist, with review of test results and report",CARE,,
CPT,96040,"Medical genetics and genetic counseling services, each 30 minutes face-to-face with patient/family",CARE,,
CPT,96101,"Psychological testing (includes psychodiagnostic assessment of emotionality, intellectual abilities, personality and psychopathology, eg, MMPI, Rorschach, WAIS), per hour of the psychologist's or physician's time, both face-to-face time administering tests to the patient and time interpreting these test results and preparing the report",CARE,,
CPT,96102,"Psychological testing (includes psychodiagnostic assessment of emotionality, intellectual abilities, personality and psychopathology, eg, MMPI and WAIS), with qualified health care professional interpretation and report, administered by technician, per hour of technician time, face-to-face",CARE,,
CPT,96103,"Psychological testing (includes psychodiagnostic assessment of emotionality, intellectual abilities, personality and psychopathology, eg, MMPI), administered by a computer, with qualified health care professional interpretation and report",CARE,,
CPT,96105,"Assessment of aphasia (includes assessment of expressive and receptive speech and language function, language comprehension, speech production ability, reading, spelling, writing, eg, by Boston Diagnostic Aphasia Examination) with interpretation and report, per hour",CARE,,
CPT,96110,"Developmental testing; limited (eg, Developmental Screening Test II, Early Language Milestone Screen), with interpretation and report",CARE,,
CPT,96111,"Developmental testing; extended (includes assessment of motor, language, social, adaptive and/or cognitive functioning by standardized developmental instruments) with interpretation and report",CARE,,
CPT,96116,"Neurobehavioral status exam (clinical assessment of thinking, reasoning and judgment, eg, acquired knowledge, attention, language, memory, planning and problem solving, and visual spatial abilities), per hour of the psychologist's or physician's time, both face-to-face time with the patient and time interpreting test results and preparing the report",CARE,,
CPT,96118,"Neuropsychological testing (eg, Halstead-Reitan Neuropsychological Battery, Wechsler Memory Scales and Wisconsin Card Sorting Test), per hour of the psychologist's or physician's time, both face-to-face time administering tests to the patient and time interpreting these test results and preparing the report",CARE,,
CPT,96119,"Neuropsychological testing (eg, Halstead-Reitan Neuropsychological Battery, Wechsler Memory Scales and Wisconsin Card Sorting Test), with qualified health care professional interpretation and report, administered by technician, per hour of technician time, face-to-face",CARE,,
CPT,96120,"Neuropsychological testing (eg, Wisconsin Card Sorting Test), administered by a computer, with qualified health care professional interpretation and report",CARE,,
CPT,96125,"Standardized cognitive performance testing (eg, Ross Information Processing Assessment) per hour of a qualified health care professional's time, both face-to-face time administering tests to the patient and time interpreting these test results and preparing the report",CARE,,
CPT,96150,"Health and behavior assessment (eg, health-focused clinical interview, behavioral observations, psychophysiological monitoring, health-oriented questionnaires), each 15 minutes face-to-face with the patient; initial assessment",CARE,,
CPT,96151,"Health and behavior assessment (eg, health-focused clinical interview, behavioral observations, psychophysiological monitoring, health-oriented questionnaires), each 15 minutes face-to-face with the patient; re-assessment",CARE,,
CPT,96152,"Health and behavior intervention, each 15 minutes, face-to-face; individual",CARE,,
CPT,96153,"Health and behavior intervention, each 15 minutes, face-to-face; group (2 or more patients)",CARE,,
CPT,96154,"Health and behavior intervention, each 15 minutes, face-to-face; family (with the patient present)",CARE,,
CPT,96155,"Health and behavior intervention, each 15 minutes, face-to-face; family (without the patient present)",CARE,,
CPT,96360,"Intravenous infusion, hydration; initial, 31 minutes to 1 hour",CARE,,
CPT,96361,"Intravenous infusion, hydration; each additional hour (List separately in addition to code for primary procedure)",CARE,,
CPT,96365,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); initial, up to 1 hour",CARE,,
CPT,96366,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); each additional hour (List separately in addition to code for primary procedure)",CARE,,
CPT,96367,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); additional sequential infusion, up to 1 hour (List separately in addition to code for primary procedure)",CARE,,
CPT,96368,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); concurrent infusion (List separately in addition to code for primary procedure)",CARE,,
CPT,96369,"Subcutaneous infusion for therapy or prophylaxis (specify substance or drug); initial, up to 1 hour, including pump set-up and establishment of subcutaneous infusion site(s)",CARE,,
CPT,96370,Subcutaneous infusion for therapy or prophylaxis (specify substance or drug); each additional hour (List separately in addition to code for primary procedure),CARE,,
CPT,96371,Subcutaneous infusion for therapy or prophylaxis (specify substance or drug); additional pump set-up with establishment of new subcutaneous infusion site(s) (List separately in addition to code for primary procedure),CARE,,
CPT,96372,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); subcutaneous or intramuscular",CARE,,
CPT,96373,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); intra-arterial",CARE,,
CPT,96374,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); intravenous push, single or initial substance/drug",CARE,,
CPT,96375,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of a new substance/drug (List separately in addition to code for primary procedure)",CARE,,
CPT,96376,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of the same substance/drug provided in a facility (List separately in addition to code for primary procedure)",CARE,,
CPT,96379,"Unlisted therapeutic, prophylactic, or diagnostic intravenous or intra-arterial injection or infusion",CARE,,
CPT,96401,"Chemotherapy administration, subcutaneous or intramuscular; non-hormonal anti-neoplastic",CARE,,
CPT,96402,"Chemotherapy administration, subcutaneous or intramuscular; hormonal anti-neoplastic",CARE,,
CPT,96405,"Chemotherapy administration; intralesional, up to and including 7 lesions",CARE,,
CPT,96406,"Chemotherapy administration; intralesional, more than 7 lesions",CARE,,
CPT,96409,"Chemotherapy administration; intravenous, push technique, single or initial substance/drug",CARE,,
CPT,96411,"Chemotherapy administration; intravenous, push technique, each additional substance/drug (List separately in addition to code for primary procedure)",CARE,,
CPT,96413,"Chemotherapy administration, intravenous infusion technique; up to 1 hour, single or initial substance/drug",CARE,,
CPT,96415,"Chemotherapy administration, intravenous infusion technique; each additional hour (List separately in addition to code for primary procedure)",CARE,,
CPT,96416,"Chemotherapy administration, intravenous infusion technique; initiation of prolonged chemotherapy infusion (more than 8 hours), requiring use of a portable or implantable pump",CARE,,
CPT,96417,"Chemotherapy administration, intravenous infusion technique; each additional sequential infusion (different substance/drug), up to 1 hour (List separately in addition to code for primary procedure)",CARE,,
CPT,96420,"Chemotherapy administration, intra-arterial; push technique",CARE,,
CPT,96422,"Chemotherapy administration, intra-arterial; infusion technique, up to 1 hour",CARE,,
CPT,96423,"Chemotherapy administration, intra-arterial; infusion technique, each additional hour (List separately in addition to code for primary procedure)",CARE,,
CPT,96425,"Chemotherapy administration, intra-arterial; infusion technique, initiation of prolonged infusion (more than 8 hours), requiring the use of a portable or implantable pump",CARE,,
CPT,96440,"Chemotherapy administration into pleural cavity, requiring and including thoracentesis",CARE,,
CPT,96445,"Chemotherapy administration into peritoneal cavity, requiring and including peritoneocentesis",CARE,,
CPT,96446,Chemotx admn prtl cavity,CARE,,
CPT,96450,"Chemotherapy administration, into CNS (eg, intrathecal), requiring and including spinal puncture",CARE,,
CPT,96521,Refilling and maintenance of portable pump,CARE,,
CPT,96522,"Refilling and maintenance of implantable pump or reservoir for drug delivery, systemic (eg, intravenous, intra-arterial)",CARE,,
CPT,96523,Irrigation of implanted venous access device for drug delivery systems,CARE,,
CPT,96542,"Chemotherapy injection, subarachnoid or intraventricular via subcutaneous reservoir, single or multiple agents",CARE,,
CPT,96549,Unlisted chemotherapy procedure,CARE,,
CPT,96567,"Photodynamic therapy by external application of light to destroy premalignant and/or malignant lesions of the skin and adjacent mucosa (eg, lip) by activation of photosensitive drug(s), each phototherapy exposure session",CARE,,
CPT,96570,Photodynamic therapy by endoscopic application of light to ablate abnormal tissue via activation of photosensitive drug(s); first 30 minutes (List separately in addition to code for endoscopy or bronchoscopy procedures of lung and gastrointestinal tract),CARE,,
CPT,96571,Photodynamic therapy by endoscopic application of light to ablate abnormal tissue via activation of photosensitive drug(s); each additional 15 minutes (List separately in addition to code for endoscopy or bronchoscopy procedures of lung and gastrointestinal tract),CARE,,
CPT,96900,Actinotherapy (ultraviolet light),CARE,,
CPT,96902,"Microscopic examination of hairs plucked or clipped by the examiner (excluding hair collected by the patient) to determine telogen and anagen counts, or structural hair shaft abnormality",CARE,,
CPT,96904,"Whole body integumentary photography, for monitoring of high risk patients with dysplastic nevus syndrome or a history of dysplastic nevi, or patients with a personal or familial history of melanoma",CARE,,
CPT,96910,Photochemotherapy; tar and ultraviolet B (Goeckerman treatment) or petrolatum and ultraviolet B,CARE,,
CPT,96912,Photochemotherapy; psoralens and ultraviolet A (PUVA),CARE,,
CPT,96913,Photochemotherapy (Goeckerman and/or PUVA) for severe photoresponsive dermatoses requiring at least 4-8 hours of care under direct supervision of the physician (includes application of medication and dressings),CARE,,
CPT,96920,Laser treatment for inflammatory skin disease (psoriasis); total area less than 250 sq cm,CARE,,
CPT,96921,Laser treatment for inflammatory skin disease (psoriasis); 250 sq cm to 500 sq cm,CARE,,
CPT,96922,Laser treatment for inflammatory skin disease (psoriasis); over 500 sq cm,CARE,,
CPT,96999,Unlisted special dermatological service or procedure,CARE,,
CPT,97001,Physical therapy evaluation,CARE,,
CPT,97002,Physical therapy re-evaluation,CARE,,
CPT,97003,Occupational therapy evaluation,CARE,,
CPT,97004,Occupational therapy re-evaluation,CARE,,
CPT,97005,Athletic training evaluation,CARE,,
CPT,97006,Athletic training re-evaluation,CARE,,
CPT,97010,Application of a modality to 1 or more areas; hot or cold packs,CARE,,
CPT,97012,"Application of a modality to 1 or more areas; traction, mechanical",CARE,,
CPT,97014,Application of a modality to 1 or more areas; electrical stimulation (unattended),CARE,,
CPT,97016,Application of a modality to 1 or more areas; vasopneumatic devices,CARE,,
CPT,97018,Application of a modality to 1 or more areas; paraffin bath,CARE,,
CPT,97022,Application of a modality to 1 or more areas; whirlpool,CARE,,
CPT,97024,"Application of a modality to 1 or more areas; diathermy (eg, microwave)",CARE,,
CPT,97026,Application of a modality to 1 or more areas; infrared,CARE,,
CPT,97028,Application of a modality to 1 or more areas; ultraviolet,CARE,,
CPT,97032,"Application of a modality to 1 or more areas; electrical stimulation (manual), each 15 minutes",CARE,,
CPT,97033,"Application of a modality to 1 or more areas; iontophoresis, each 15 minutes",CARE,,
CPT,97034,"Application of a modality to 1 or more areas; contrast baths, each 15 minutes",CARE,,
CPT,97035,"Application of a modality to 1 or more areas; ultrasound, each 15 minutes",CARE,,
CPT,97036,"Application of a modality to 1 or more areas; Hubbard tank, each 15 minutes",CARE,,
CPT,97039,Unlisted modality (specify type and time if constant attendance),CARE,,
CPT,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",CARE,,
CPT,97112,"Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities",CARE,,
CPT,97113,"Therapeutic procedure, 1 or more areas, each 15 minutes; aquatic therapy with therapeutic exercises",CARE,,
CPT,97116,"Therapeutic procedure, 1 or more areas, each 15 minutes; gait training (includes stair climbing)",CARE,,
CPT,97124,"Therapeutic procedure, 1 or more areas, each 15 minutes; massage, including effleurage, petrissage and/or tapotement (stroking, compression, percussion)",CARE,,
CPT,97139,Unlisted therapeutic procedure (specify),CARE,,
CPT,97140,"Manual therapy techniques (eg, mobilization/ manipulation, manual lymphatic drainage, manual traction), 1 or more regions, each 15 minutes",CARE,,
CPT,97150,"Therapeutic procedure(s), group (2 or more individuals)",CARE,,
CPT,97530,"Therapeutic activities, direct (one-on-one) patient contact by the provider (use of dynamic activities to improve functional performance), each 15 minutes",CARE,,
CPT,97532,"Development of cognitive skills to improve attention, memory, problem solving (includes compensatory training), direct (one-on-one) patient contact by the provider, each 15 minutes",CARE,,
CPT,97533,"Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands, direct (one-on-one) patient contact by the provider, each 15 minutes",CARE,,
CPT,97535,"Self-care/home management training (eg, activities of daily living (ADL) and compensatory training, meal preparation, safety procedures, and instructions in use of assistive technology devices/adaptive equipment) direct one-on-one contact by provider, each 15 minutes",CARE,,
CPT,97537,"Community/work reintegration training (eg, shopping, transportation, money management, avocational activities and/or work environment/modification analysis, work task analysis, use of assistive technology device/adaptive equipment), direct one-on-one contact by provider, each 15 minutes",CARE,,
CPT,97542,"Wheelchair management (eg, assessment, fitting, training), each 15 minutes",CARE,,
CPT,97545,Work hardening/conditioning; initial 2 hours,CARE,,
CPT,97546,Work hardening/conditioning; each additional hour (List separately in addition to code for primary procedure),CARE,,
CPT,97597,"Removal of devitalized tissue from wound(s), selective debridement, without anesthesia (eg, high pressure waterjet with/without suction, sharp selective debridement with scissors, scalpel and forceps), with or without topical application(s), wound assessment, and instruction(s) for ongoing care, may include use of a whirlpool, per session; total wound(s) surface area less than or equal to 20 square centimeters",CARE,,
CPT,97598,"Removal of devitalized tissue from wound(s), selective debridement, without anesthesia (eg, high pressure waterjet with/without suction, sharp selective debridement with scissors, scalpel and forceps), with or without topical application(s), wound assessment, and instruction(s) for ongoing care, may include use of a whirlpool, per session; total wound(s) surface area greater than 20 square centimeters",CARE,,
CPT,97602,"Removal of devitalized tissue from wound(s), non-selective debridement, without anesthesia (eg, wet-to-moist dressings, enzymatic, abrasion), including topical application(s), wound assessment, and instruction(s) for ongoing care, per session",CARE,,
CPT,97605,"Negative pressure wound therapy (eg, vacuum assisted drainage collection), including topical application(s), wound assessment, and instruction(s) for ongoing care, per session; total wound(s) surface area less than or equal to 50 square centimeters",CARE,,
CPT,97606,"Negative pressure wound therapy (eg, vacuum assisted drainage collection), including topical application(s), wound assessment, and instruction(s) for ongoing care, per session; total wound(s) surface area greater than 50 square centimeters",CARE,,
CPT,97610,"Low frequency, non-contact, non-thermal ultrasound, including topical application(s), when performed, wound assessment, and instruction(s) for ongoing care, per day",CARE,,
CPT,97750,"Physical performance test or measurement (eg, musculoskeletal, functional capacity), with written report, each 15 minutes",CARE,,
CPT,97755,"Assistive technology assessment (eg, to restore, augment or compensate for existing function, optimize functional tasks and/or maximize environmental accessibility), direct one-on-one contact by provider, with written report, each 15 minutes",CARE,,
CPT,97760,"Orthotic(s) management and training (including assessment and fitting when not otherwise reported), upper extremity(s), lower extremity(s) and/or trunk, each 15 minutes",CARE,,
CPT,97761,"Prosthetic training, upper and/or lower extremity(s), each 15 minutes",CARE,,
CPT,97762,"Checkout for orthotic/prosthetic use, established patient, each 15 minutes",CARE,,
CPT,97799,Unlisted physical medicine/rehabilitation service or procedure,CARE,,
CPT,97802,"Medical nutrition therapy; initial assessment and intervention, individual, face-to-face with the patient, each 15 minutes",CARE,,
CPT,97803,"Medical nutrition therapy; re-assessment and intervention, individual, face-to-face with the patient, each 15 minutes",CARE,,
CPT,97804,"Medical nutrition therapy; group (2 or more individual(s)), each 30 minutes",CARE,,
CPT,97810,"Acupuncture, 1 or more needles; without electrical stimulation, initial 15 minutes of personal one-on-one contact with the patient",CARE,,
CPT,97811,"Acupuncture, 1 or more needles; without electrical stimulation, each additional 15 minutes of personal one-on-one contact with the patient, with re-insertion of needle(s) (List separately in addition to code for primary procedure)",CARE,,
CPT,97813,"Acupuncture, 1 or more needles; with electrical stimulation, initial 15 minutes of personal one-on-one contact with the patient",CARE,,
CPT,97814,"Acupuncture, 1 or more needles; with electrical stimulation, each additional 15 minutes of personal one-on-one contact with the patient, with re-insertion of needle(s) (List separately in addition to code for primary procedure)",CARE,,
CPT,98925,Osteopathic manipulative treatment (OMT); 1-2 body regions involved,CARE,,
CPT,98926,Osteopathic manipulative treatment (OMT); 3-4 body regions involved,CARE,,
CPT,98927,Osteopathic manipulative treatment (OMT); 5-6 body regions involved,CARE,,
CPT,98928,Osteopathic manipulative treatment (OMT); 7-8 body regions involved,CARE,,
CPT,98929,Osteopathic manipulative treatment (OMT); 9-10 body regions involved,CARE,,
CPT,98940,"Chiropractic manipulative treatment (CMT); spinal, 1-2 regions",CARE,,
CPT,98941,"Chiropractic manipulative treatment (CMT); spinal, 3-4 regions",CARE,,
CPT,98942,"Chiropractic manipulative treatment (CMT); spinal, 5 regions",CARE,,
CPT,98943,"Chiropractic manipulative treatment (CMT); extraspinal, 1 or more regions",CARE,,
CPT,98960,"Education and training for patient self-management by a qualified, nonphysician health care professional using a standardized curriculum, face-to-face with the patient (could include caregiver/family) each 30 minutes; individual patient",CARE,,
CPT,98961,"Education and training for patient self-management by a qualified, nonphysician health care professional using a standardized curriculum, face-to-face with the patient (could include caregiver/family) each 30 minutes; 2-4 patients",CARE,,
CPT,98962,"Education and training for patient self-management by a qualified, nonphysician health care professional using a standardized curriculum, face-to-face with the patient (could include caregiver/family) each 30 minutes; 5-8 patients",CARE,,
CPT,98966,"Telephone assessment and management service provided by a qualified nonphysician health care professional to an established patient, parent, or guardian not originating from a related assessment and management service provided within the previous 7 days nor leading to an assessment and management service or procedure within the next 24 hours or soonest available appointment; 5-10 minutes of medical discussion",CARE,,
